1;arms_factory;2951.00;10.73;1357.00;3.58;0
1;arms_factory;2952.00;10.78;1370.00;5.14;0
1;arms_factory;2948.00;10.10;1372.00;1.52;0
1;arms_factory;2948.00;12.95;1369.00;4.19;0
1;arms_factory;2948.00;12.95;1369.00;2.03;0
1;arms_factory;2951.00;11.63;1365.00;5.05;0
1;industrial_complex;2945.00;11.50;1365.00;6.25;0
1;industrial_complex;2945.00;11.50;1365.00;4.09;0
1;industrial_complex;2948.00;10.73;1358.00;0.47;0
1;industrial_complex;2948.00;10.73;1358.00;2.04;0
1;industrial_complex;2951.00;10.57;1371.00;4.70;0
1;industrial_complex;2946.00;11.57;1370.00;2.54;0
1;air_base;2946.00;11.57;1370.00;3.74;0
1;naval_base;2955.00;9.60;1367.00;0.98;5579
1;naval_base;2952.00;9.73;1356.00;-0.79;5579
1;naval_base;2943.00;9.53;1363.00;-1.19;5579
1;bunker;2951.00;10.73;1357.00;2.54;0
1;bunker;2950.00;12.30;1363.00;5.21;0
1;bunker;2947.00;10.13;1372.00;1.59;0
1;coastal_bunker;2950.00;9.53;1374.00;-3.00;0
1;coastal_bunker;2941.00;9.50;1368.00;-1.19;0
1;coastal_bunker;2944.00;9.50;1360.00;-0.79;0
1;dockyard;2952.00;9.50;1374.00;-3.00;0
1;anti_air_building;2945.00;11.70;1366.00;2.70;0
1;anti_air_building;2945.00;11.70;1366.00;5.72;0
1;anti_air_building;2949.00;11.38;1358.00;0.64;0
1;synthetic_refinery;2952.00;9.90;1372.00;4.76;0
1;fuel_silo;2952.00;9.90;1372.00;2.61;0
1;radar_station;2948.00;13.38;1365.00;5.28;0
1;rocket_site;2947.00;9.68;1354.00;0.55;0
1;nuclear_reactor;2951.00;11.65;1366.00;3.21;0
2;arms_factory;3005.00;9.95;1357.00;1.52;0
2;arms_factory;2996.00;9.85;1364.00;4.19;0
2;arms_factory;3006.00;9.70;1354.00;2.03;0
2;arms_factory;3018.00;13.00;1363.00;5.05;0
2;arms_factory;2996.00;10.50;1370.00;6.25;0
2;arms_factory;3020.00;12.30;1361.00;4.09;0
2;industrial_complex;3005.00;10.28;1364.00;0.47;0
2;industrial_complex;3009.00;12.18;1368.00;2.04;0
2;industrial_complex;3003.00;9.93;1361.00;4.70;0
2;industrial_complex;3016.00;11.00;1355.00;2.54;0
2;industrial_complex;3009.00;10.30;1355.00;3.74;0
